id,name,campaign_id,adset_id,status,effective_status,created_time,updated_time,format,headline,primary_text,description,CTA,destination,url_tags,form_version,experiment_cell,creative_variant,image,creative_id,spend,impressions,link_clicks,CPM,link_CTR_pct,link_CPC,completed_saved,new_acquisitions,observed_starts,observed_sessions,CPL_saved,CPL_new,cost_per_observed_start,campaign_label,operating_window,campaign_spend_share_pct,set_spend_share_pct,completion_evidence,measurement_flags,level,adset_name,campaign_name,days_live_observed_delivery_through_Sep18,first_observed_delivery_day,last_observed_delivery_day,ever_delivered_asof_Sep19,Sep19_partial_spend,Sep19_partial_impressions,image_url,meta_actions_unreconciled,meta_conversions_unreconciled,review_feedback
120250540518290660,CP - form - v22 Bank asking for proof of insur,120250540492410660,120250540492550660,ACTIVE,ADSET_PAUSED,2026-08-11T23:45:49-0400,2026-08-17T22:47:26-0400,static image,Bank asking for proof of insurance?,"If your lender needs evidence of property insurance to close, we get the COI (with mortgagee clause) to your bank fast. One owner we quoted also saved $10,000 a year. Need it today?",,GET_QUOTE,https://www.cohesiveinsure.com/commercial-property,,Property long,"See property route; starts added Sep19, not backfilled",,images/b1a18452009566c9.jpg,1062084356753976,0,0,0,,,,0,0,,0,,,,Main property,2026-08-18 to 2026-09-18,0.0,0,No delivery through Sep18,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,CP - instant form (23 states) - $50/day,Commercial Property - form vs landing (2-cell),0,,,False,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/b1a18452009566c9.jpg,[],[],{}
120250540519990660,CP - form - v23 Financing or refinancing a bui,120250540492410660,120250540492550660,ACTIVE,ADSET_PAUSED,2026-08-11T23:45:56-0400,2026-08-17T22:47:32-0400,static image,Financing or refinancing a building?,"Buying or refinancing? Your bank will require proof of property insurance. We handle it fast and shop your rate - one owner we quoted went from $25,000 to $15,000 a year. Want us to check yours?",,GET_QUOTE,https://www.cohesiveinsure.com/commercial-property,,Property long,"See property route; starts added Sep19, not backfilled",,images/18f3acf911316387.jpg,2474497609711684,0,0,0,,,,0,0,,0,,,,Main property,2026-08-18 to 2026-09-18,0.0,0,No delivery through Sep18,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,CP - instant form (23 states) - $50/day,Commercial Property - form vs landing (2-cell),0,,,False,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/18f3acf911316387.jpg,[],[],{}
120250564534860660,CP - form - v24 Own an office building?,120250540492410660,120250540492550660,ACTIVE,ADSET_PAUSED,2026-08-12T19:03:02-0400,2026-08-17T23:10:55-0400,static image,Own an office building?,"We insure office buildings and get COIs to your lender fast. One owner we quoted saved $10,000 a year, same coverage. Want us to check your rate?",,GET_QUOTE,https://www.cohesiveinsure.com/commercial-property,,Property long,"See property route; starts added Sep19, not backfilled",,images/98269c6a8dc0890c.jpg,857116914148114,0,0,0,,,,0,0,,0,,,,Main property,2026-08-18 to 2026-09-18,0.0,0,No delivery through Sep18,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,CP - instant form (23 states) - $50/day,Commercial Property - form vs landing (2-cell),0,,,False,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/98269c6a8dc0890c.jpg,[],[],{}
120250564538860660,CP - form - v25 Own a mixed-use building?,120250540492410660,120250540492550660,PAUSED,PAUSED,2026-08-12T19:03:09-0400,2026-08-17T22:47:27-0400,static image,Own a mixed-use building?,"Storefront below, apartments above - we insure mixed-use buildings every day. One owner we quoted went from $25,000 to $15,000 a year, same coverage. Want us to check yours?",,GET_QUOTE,https://www.cohesiveinsure.com/commercial-property,,Property long,"See property route; starts added Sep19, not backfilled",,images/5903413de681c5cc.jpg,1248279607395821,0,0,0,,,,0,0,,0,,,,Main property,2026-08-18 to 2026-09-18,0.0,0,No delivery through Sep18,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,CP - instant form (23 states) - $50/day,Commercial Property - form vs landing (2-cell),0,,,False,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/5903413de681c5cc.jpg,[],[],{}
120250564546200660,CP - form - v26 Own a warehouse?,120250540492410660,120250540492550660,PAUSED,PAUSED,2026-08-12T19:03:16-0400,2026-08-17T22:47:38-0400,static image,Own a warehouse?,"We insure warehouses and industrial buildings. One owner we quoted saved $10,000 a year, same coverage. Want us to check what you're paying?",,GET_QUOTE,https://www.cohesiveinsure.com/commercial-property,,Property long,"See property route; starts added Sep19, not backfilled",,images/178e39cd106286de.jpg,1067188922437189,0,0,0,,,,0,0,,0,,,,Main property,2026-08-18 to 2026-09-18,0.0,0,No delivery through Sep18,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,CP - instant form (23 states) - $50/day,Commercial Property - form vs landing (2-cell),0,,,False,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/178e39cd106286de.jpg,[],[],{}
120250564549600660,CP - form - v27 Own an older building?,120250540492410660,120250540492550660,ACTIVE,ADSET_PAUSED,2026-08-12T19:03:23-0400,2026-08-17T22:47:24-0400,static image,Own an older building?,"Older building? Recent roof, wiring, or plumbing updates can mean a much lower rate. One owner we quoted went from $25,000 to $15,000 a year, same coverage. Want us to check yours?",,GET_QUOTE,https://www.cohesiveinsure.com/commercial-property,,Property long,"See property route; starts added Sep19, not backfilled",,images/6e5f6baa38d6512b.jpg,1104880095560866,0,0,0,,,,0,0,,0,,,,Main property,2026-08-18 to 2026-09-18,0.0,0,No delivery through Sep18,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,CP - instant form (23 states) - $50/day,Commercial Property - form vs landing (2-cell),0,,,False,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/6e5f6baa38d6512b.jpg,[],[],{}
120250571667550660,CP - form - focus_plaza_own_prop Own a commercial property?,120250540492410660,120250540492550660,ACTIVE,ADSET_PAUSED,2026-08-13T01:06:01-0400,2026-08-17T22:47:05-0400,static image,Own a commercial property?,"Retail plaza, strip center, or storefront - if you own a commercial building, we'll check what you're paying to insure it. One owner we quoted saved $10,000 a year, same coverage. Want us to check yours?",,GET_QUOTE,https://www.cohesiveinsure.com/commercial-property,,Property long,"See property route; starts added Sep19, not backfilled",,images/5a3056d0af06c89f.jpg,1573861437815726,0,0,0,,,,0,0,,0,,,,Main property,2026-08-18 to 2026-09-18,0.0,0,No delivery through Sep18,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,CP - instant form (23 states) - $50/day,Commercial Property - form vs landing (2-cell),0,,,False,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/5a3056d0af06c89f.jpg,[],[],{}
120250571668190660,CP - form - focus_plaza_own_bldg Own a commercial building?,120250540492410660,120250540492550660,ACTIVE,ADSET_PAUSED,2026-08-13T01:06:08-0400,2026-08-17T22:46:58-0400,static image,Own a commercial building?,"We insure commercial buildings - retail, plazas, offices. One owner we quoted went from $25,000 to $15,000 a year, same coverage. Want us to check what you're overpaying?",,GET_QUOTE,https://www.cohesiveinsure.com/commercial-property,,Property long,"See property route; starts added Sep19, not backfilled",,images/30b1ad1de14fcfc2.jpg,815637058238800,0,0,0,,,,0,0,,0,,,,Main property,2026-08-18 to 2026-09-18,0.0,0,No delivery through Sep18,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,CP - instant form (23 states) - $50/day,Commercial Property - form vs landing (2-cell),0,,,False,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/30b1ad1de14fcfc2.jpg,[],[],{}
120250571668920660,CP - form - focus_plaza_retail Own retail or plaza space?,120250540492410660,120250540492550660,ACTIVE,ADSET_PAUSED,2026-08-13T01:06:14-0400,2026-08-17T22:47:11-0400,static image,Own retail or plaza space?,"We insure strip centers and retail plazas and get COIs to your tenants and lender fast. One owner we quoted saved $10,000 a year. Want us to check your rate?",,GET_QUOTE,https://www.cohesiveinsure.com/commercial-property,,Property long,"See property route; starts added Sep19, not backfilled",,images/5b29dfae1b807597.jpg,28041410672135590,0,0,0,,,,0,0,,0,,,,Main property,2026-08-18 to 2026-09-18,0.0,0,No delivery through Sep18,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,CP - instant form (23 states) - $50/day,Commercial Property - form vs landing (2-cell),0,,,False,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/5b29dfae1b807597.jpg,[],[],{}
120250571669820660,CP - form - focus_plaza_renewing Commercial property renewing?,120250540492410660,120250540492550660,ACTIVE,ADSET_PAUSED,2026-08-13T01:06:20-0400,2026-08-17T22:47:23-0400,static image,Commercial property renewing?,"If you own a commercial building, renewal is the moment to check your rate. One owner we quoted went from $25,000 to $15,000 a year, same coverage. When does yours renew?",,GET_QUOTE,https://www.cohesiveinsure.com/commercial-property,,Property long,"See property route; starts added Sep19, not backfilled",,images/c67f06dde4454d91.jpg,4009152596044469,0,0,0,,,,0,0,,0,,,,Main property,2026-08-18 to 2026-09-18,0.0,0,No delivery through Sep18,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,CP - instant form (23 states) - $50/day,Commercial Property - form vs landing (2-cell),0,,,False,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/c67f06dde4454d91.jpg,[],[],{}
120250571671440660,CP - form - focus_apt_5plus Own a 5+ unit apartment buildi,120250540492410660,120250540492550660,ACTIVE,ADSET_PAUSED,2026-08-13T01:06:26-0400,2026-08-17T22:47:26-0400,static image,Own a 5+ unit apartment building?,"We insure apartment buildings (5+ units) and get COIs to your lender fast. One owner we quoted saved $10,000 a year, same coverage. Want us to check yours?",,GET_QUOTE,https://www.cohesiveinsure.com/commercial-property,,Property long,"See property route; starts added Sep19, not backfilled",,images/afbbef1f491f00b2.jpg,28211047191914894,0,0,0,,,,0,0,,0,,,,Main property,2026-08-18 to 2026-09-18,0.0,0,No delivery through Sep18,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,CP - instant form (23 states) - $50/day,Commercial Property - form vs landing (2-cell),0,,,False,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/afbbef1f491f00b2.jpg,[],[],{}
120250571672580660,CP - form - focus_apt_overpay Overpaying on your apartments?,120250540492410660,120250540492550660,ACTIVE,ADSET_PAUSED,2026-08-13T01:06:33-0400,2026-08-17T22:47:07-0400,static image,Overpaying on your apartments?,"One apartment owner we quoted went from $25,000 to $15,000 a year, same coverage. Own a 5+ unit apartment building? Want us to check your rate?",,GET_QUOTE,https://www.cohesiveinsure.com/commercial-property,,Property long,"See property route; starts added Sep19, not backfilled",,images/141028f6f0eca591.jpg,1075100295176198,0,0,0,,,,0,0,,0,,,,Main property,2026-08-18 to 2026-09-18,0.0,0,No delivery through Sep18,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,CP - instant form (23 states) - $50/day,Commercial Property - form vs landing (2-cell),0,,,False,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/141028f6f0eca591.jpg,[],[],{}
120250540502680660,CP - landing - v03 We cut a property's rate 40%,120250540492410660,120250540493670660,ACTIVE,ACTIVE,2026-08-11T23:44:22-0400,2026-08-18T00:52:20-0400,static image,We cut a property's rate 40%,"This owner was paying $25,000 a year to insure their building. Same coverage, we got it to $15,000 - 40% off. Own a building? Want us to check yours?",,GET_QUOTE,https://www.cohesiveinsure.com/commercial-property,utm_source=facebook&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_term={{adset.name}}&ad_id={{ad.id}}&adset_id={{adset.id}},Property long,"See property route; starts added Sep19, not backfilled",,images/bd3e32a7fedb9c94.jpg,2137080997224095,1203.37,24715,308,48.69,1.246,3.91,44,43,,34,27.35,27.99,,Main property,2026-08-18 to 2026-09-18,20.78,46.49,Confirmed completed intake,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,CP - landing page (23 states) - $50/day,Commercial Property - form vs landing (2-cell),31,2026-08-19,2026-09-18,True,19.62,318,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/bd3e32a7fedb9c94.jpg,"[{""action_type"": ""link_click"", ""value"": ""308""}, {""action_type"": ""offsite_conversion.fb_pixel_custom"", ""value"": ""35""}, {""action_type"": ""post_reaction"", ""value"": ""14""}, {""action_type"": ""landing_page_view"", ""value"": ""299""}, {""action_type"": ""onsite_web_lead"", ""value"": ""51""}, {""action_type"": ""omni_landing_page_view"", ""value"": ""299""}, {""action_type"": ""onsite_conversion.post_unlike"", ""value"": ""1""}, {""action_type"": ""post_engagement"", ""value"": ""337""}, {""action_type"": ""like"", ""value"": ""2""}, {""action_type"": ""post_interaction_gross"", ""value"": ""29""}, {""action_type"": ""comment"", ""value"": ""4""}, {""action_type"": ""page_engagement"", ""value"": ""339""}, {""action_type"": ""post_interaction_net"", ""value"": ""30""}, {""action_type"": ""post"", ""value"": ""5""}, {""action_type"": ""onsite_conversion.post_save"", ""value"": ""6""}, {""action_type"": ""onsite_conversion.post_net_comment"", ""value"": ""4""}, {""action_type"": ""onsite_conversion.post_net_save"", ""value"": ""6""}, {""action_type"": ""onsite_conversion.post_net_like"", ""value"": ""13""}, {""action_type"": ""lead"", ""value"": ""51""}, {""action_type"": ""custom_event_actions_add_20_s_calls"", ""value"": ""33""}, {""action_type"": ""offsite_conversion.fb_pixel_lead"", ""value"": ""51""}, {""action_type"": ""offsite_lead_add_20_s_calls"", ""value"": ""51""}]","[{""action_type"": ""submit_application_total"", ""value"": ""2""}, {""action_type"": ""submit_application_website"", ""value"": ""2""}, {""action_type"": ""offsite_conversion.fb_pixel_custom.QualifiedLead"", ""value"": ""22""}, {""action_type"": ""offsite_conversion.fb_pixel_custom.LeadUrgentQuoted"", ""value"": ""9""}, {""action_type"": ""offsite_conversion.fb_pixel_custom.LeadQuoted"", ""value"": ""2""}]",{}
